QSO 1,QSO 2,QSO 3,QSO 4,QSO 5,QSO 6,QSO 7,QSO 8,QSO 9,QSO 10,QSO 11,QSO 12,QSO 13,QSO 14,QSO 15,QSO 16,QSO 17,QSO 18,QSO 19,QSO 20,QSO 21,QSO 22,QSO 23,QSO 24,QSO 25,QSO 26,QSO 27,QSO 28,QSO 29,QSO 30,QSO 31,QSO 32,QSO 33,QSO 34,QSO 35,QSO 36,QSO 37,QSO 38,QSO 39,QSO 40,QSO 41,QSO 42,QSO 43,QSO 44,QSO 45,QSO 46,PseAAC 1,PseAAC 2,PseAAC 3,PseAAC 4,PseAAC 5,PseAAC 6,PseAAC 7,PseAAC 8,PseAAC 9,PseAAC 10,PseAAC 11,PseAAC 12,PseAAC 13,PseAAC 14,PseAAC 15,PseAAC 16,PseAAC 17,PseAAC 18,PseAAC 19,PseAAC 20,PseAAC 21,PseAAC 22,PseAAC 23,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_HX,PCP_SC,Class
0,0,0.745987909,0,0,0.745987909,0,0.745987909,0,0,0.745987909,0,0,0,0.745987909,0,0,0,0,0.745987909,0,0,8.50E-05,0,0,8.50E-05,0,8.50E-05,0,0,8.50E-05,0,0,0,8.50E-05,0,0,0,0,8.50E-05,0.096596632,0.074661976,0.082753483,0.485541759,0.253742133,0.26063106,0,0,0.826203426,0,0,0.826203426,0,0.826203426,0,0,0.826203426,0,0,0,0.826203426,0,0,0,0,0.826203426,0.06293413,0.030104861,0.080757583,0,0.167,0.833,0,0.667,0.667,0.167,0,0.167,0,0.833,0.5,0.333,0,0,1
0,0,0,0,0.731330789,0,0,0,0,0,2.925323155,0.731330789,0,0.731330789,1.462661577,0,0,0,0,0,0,0,0,0,4.45E-05,0,0,0,0,0,0.000178175,4.45E-05,0,4.45E-05,8.91E-05,0,0,0,0,0,0.106148203,0.087167244,0.075353765,0.411467312,0.32629544,0.262192705,0,0,0,0,0.873984332,0,0,0,0,0,3.495937328,0.873984332,0,0.873984332,1.747968664,0,0,0,0,0,0.049486746,0.046548024,0.029980899,0.111,0,0.889,0.111,0.778,0.667,0.222,0.111,0,0.111,0.889,0.889,0.333,0,0.111,1
0.5953868,0,0.5953868,0,0,0.5953868,0,0,0,0.5953868,0.5953868,0,0.5953868,1.1907736,0,0.5953868,0,0,0,0,3.87E-05,0,3.87E-05,0,0,3.87E-05,0,0,0,3.87E-05,3.87E-05,0,3.87E-05,7.75E-05,0,3.87E-05,0,0,0,0,0.128687617,0.123664815,0.152260767,0.269070767,0.281752334,0.449138165,0.797888334,0,0.797888334,0,0,0.797888334,0,0,0,0.797888334,0.797888334,0,0.797888334,1.595776668,0,0.797888334,0,0,0,0,0.053457973,0.05657893,0.092074763,0,0.111,0.889,0.111,0.667,0.333,0,0.222,0.111,0,0.889,0.667,0.111,0.111,0.111,1
2.211258434,0,0,0.552814609,0,0,0,0.552814609,0,0,3.86970226,0,0,0,1.658443826,0,0,0.552814609,0,0,0.000123794,0,0,3.09E-05,0,0,0,3.09E-05,0,0,0.000216639,0,0,0,9.28E-05,0,0,3.09E-05,0,0,0.165537902,0.171770279,0.10987721,0.369741085,0.417352175,0.212875792,3.39939048,0,0,0.84984762,0,0,0,0.84984762,0,0,5.94893334,0,0,0,2.54954286,0,0,0.84984762,0,0,0.047966642,0.060045734,0.042140003,0,0.059,0.941,0,0.941,0.882,0.176,0.059,0.059,0,0.941,0.882,0.176,0,0,1
0.623051251,0.623051251,0,0,0.623051251,0.623051251,0,0.623051251,0,0,1.246102503,0,0,0,0,0,0,0,0.623051251,0.623051251,3.20E-05,3.20E-05,0,0,3.20E-05,3.20E-05,0,3.20E-05,0,0,6.40E-05,0,0,0,0,0,0,0,3.20E-05,3.20E-05,0.069042864,0.151026938,0.156878947,0.279858754,0.355605523,0.364503737,0.78075614,0.78075614,0,0,0.78075614,0.78075614,0,0.78075614,0,0,1.56151228,0,0,0,0,0,0,0,0.78075614,0.78075614,0.044482417,0.091450726,0.083310718,0.111,0.111,0.778,0.222,0.556,0.556,0,0.111,0.111,0.111,0.778,0.556,0.111,0,0.111,1
0,0,0,0,0,0,0,1.338617302,0.669308651,0,0,0,0.669308651,0,2.007925953,0,0,0,0,0,0,0,0,0,0,0,0,0.00020222,0.00010111,0,0,0,0.00010111,0,0.000303331,0,0,0,0,0,0.106629636,0.135118826,0.088942887,0.317394997,0.414501223,0.268002669,0,0,0,0,0,0,0,1.722634576,0.861317288,0,0,0,0.861317288,0,2.583951864,0,0,0,0,0,0.028773299,0.059530618,0.050378795,0.143,0,0.857,0,0.857,0.714,0.429,0,0,0.143,0.857,0.571,0.571,0,0.143,1
0,0.591491035,0.591491035,0,0,0,0,0,0,0,1.182982069,0,0,0.591491035,0.591491035,0.591491035,0,0,0,0,0,5.63E-05,5.63E-05,0,0,0,0,0,0,0,0.000112696,0,0,5.63E-05,5.63E-05,5.63E-05,0,0,0,0,0.132507419,0.162489567,0.11351198,0.328667703,0.495080803,0.176195145,0,0.694775945,0.694775945,0,0,0,0,0,0,0,1.389551891,0,0,0.694775945,0.694775945,0.694775945,0,0,0,0,0.078896303,0.115990744,0.110337008,0.143,0,0.857,0.143,0.571,0.429,0.143,0.143,0,0.143,0.857,0.571,0.429,0.143,0,1
1.414962855,0,0,0.471654285,0,1.414962855,0.471654285,0,0,0,0.471654285,0,0,0.94330857,0,0,0.471654285,0,0,0.471654285,0.000104985,0,0,3.50E-05,0,0.000104985,3.50E-05,0,0,0,3.50E-05,0,0,7.00E-05,0,0,3.50E-05,0,0,3.50E-05,0.187729631,0.188823303,0.151792782,0.384352385,0.306324277,0.309288344,2.401026306,0,0,0.800342102,0,2.401026306,0.800342102,0,0,0,0.800342102,0,0,1.600684204,0,0,0.800342102,0,0,0.800342102,0.067625512,0.063396368,0.068636017,0,0.308,0.692,0.154,0.538,0.385,0,0.154,0.308,0,0.692,0.615,0,0.077,0,1
0.665227226,0.332613613,0.332613613,0.665227226,0,0.332613613,0,0.665227226,0,0,1.330454452,0,0.332613613,0.332613613,0,0.332613613,0.332613613,0.332613613,0.332613613,0.332613613,3.09E-05,1.55E-05,1.55E-05,3.09E-05,0,1.55E-05,0,3.09E-05,0,0,6.18E-05,0,1.55E-05,1.55E-05,0,1.55E-05,1.55E-05,1.55E-05,1.55E-05,1.55E-05,0.241001114,0.234671211,0.191714063,0.382062358,0.353635977,0.264286211,1.544100937,0.772050469,0.772050469,1.544100937,0,0.772050469,0,1.544100937,0,0,3.088201875,0,0.772050469,0.772050469,0,0.772050469,0.772050469,0.772050469,0.772050469,0.772050469,0.077174927,0.086256821,0.064517783,0.05,0.15,0.8,0.15,0.6,0.45,0,0.15,0.15,0.05,0.8,0.55,0.1,0.1,0.05,1
0.933580639,0,0.466790319,0.933580639,0,0,0.466790319,0,0.466790319,0.933580639,0.466790319,0,0,0.466790319,0.466790319,0,0.466790319,0,0,0,6.89E-05,0,3.44E-05,6.89E-05,0,0,3.44E-05,0,3.44E-05,6.89E-05,3.44E-05,0,0,3.44E-05,3.44E-05,0,3.44E-05,0,0,0,0.210740378,0.106659814,0.215809488,0.368952696,0.256427735,0.374585141,1.644927716,0,0.822463858,1.644927716,0,0,0.822463858,0,0.822463858,1.644927716,0.822463858,0,0,0.822463858,0.822463858,0,0.822463858,0,0,0,0.05502864,0.048490487,0.074017015,0.077,0.154,0.769,0.154,0.538,0.462,0.077,0.077,0.154,0.077,0.769,0.615,0.231,0.077,0,1
0.692396442,0,0,0,0,0,0,0.692396442,0,0,0,0,0,1.384792883,0,0.692396442,0,0,1.384792883,0.692396442,4.90E-05,0,0,0,0,0,0,4.90E-05,0,0,0,0,0,9.80E-05,0,4.90E-05,0,0,9.80E-05,4.90E-05,0.078464234,0.129640709,0.099498615,0.268900891,0.413472,0.317578098,0.758523888,0,0,0,0,0,0,0.758523888,0,0,0,0,0,1.517047776,0,0.758523888,0,0,1.517047776,0.758523888,0.048414273,0.0976002,0.095461639,0,0,1,0.375,0.625,0.375,0,0.5,0,0,1,0.5,0,0.125,0,1
0,0,0.99236898,0.49618449,0,0.49618449,0.49618449,0.49618449,0,0.49618449,0.49618449,0,0,0.49618449,0,0.49618449,0.49618449,0,0.49618449,0.49618449,0,0,7.49E-05,3.75E-05,0,3.75E-05,3.75E-05,3.75E-05,0,3.75E-05,3.75E-05,0,0,3.75E-05,0,3.75E-05,3.75E-05,0,3.75E-05,3.75E-05,0.182735767,0.187334802,0.133744942,0.301638964,0.339811534,0.358512049,0,0,1.652890954,0.826445477,0,0.826445477,0.826445477,0.826445477,0,0.826445477,0.826445477,0,0,0.826445477,0,0.826445477,0.826445477,0,0.826445477,0.826445477,0.054381432,0.06702011,0.052152982,0,0.154,0.846,0.308,0.385,0.308,0,0.154,0.154,0,0.846,0.385,0.154,0.154,0,1
0,0,0,0,0,0,1.432140322,0,0.716070161,0,0.716070161,0,0,0,2.864280645,0,0.716070161,0,0,0,0,0,0,0,0,0,0.00020231,0,0.000101155,0,0.000101155,0,0,0,0.000404621,0,0.000101155,0,0,0,0.099812375,0.116766983,0.06735048,0.391561634,0.365150013,0.243187198,0,0,0,0,0,0,1.866082598,0,0.933041299,0,0.933041299,0,0,0,3.732165197,0,0.933041299,0,0,0,0.021097504,0.026628219,0.019232977,0.111,0,0.889,0.333,0.556,0.556,0.444,0,0,0.111,0.889,0.667,0.556,0.111,0,1
2.222992118,0,0,0.55574803,0,0,0,0.55574803,0,0,3.334488178,0,0,0,1.667244089,0,0,0.55574803,0,0,0.000127586,0,0,3.19E-05,0,0,0,3.19E-05,0,0,0.000191379,0,0,0,9.57E-05,0,0,3.19E-05,0,0,0.166416302,0.167375412,0.110460256,0.381067512,0.39950369,0.219396901,3.370388148,0,0,0.842597037,0,0,0,0.842597037,0,0,5.055582222,0,0,0,2.527791111,0,0,0.842597037,0,0,0.050727903,0.061680696,0.044994364,0,0.062,0.938,0,0.938,0.875,0.188,0.062,0.062,0,0.938,0.875,0.188,0,0,1
0,0,0,0,0,0,0.660028714,0,0.660028714,0.660028714,0.660028714,0,1.320057428,0,0,0.660028714,1.320057428,0,0,0,0,0,0,0,0,0,6.16E-05,0,6.16E-05,6.16E-05,6.16E-05,0,0.000123204,0,0,6.16E-05,0.000123204,0,0,0,0.153229758,0.103188889,0.083552639,0.502319307,0.218612359,0.279006733,0,0,0,0,0,0,0.894666808,0,0.894666808,0.894666808,0.894666808,0,1.789333616,0,0,0.894666808,1.789333616,0,0,0,0.045300322,0.024899173,0.035133697,0.111,0,0.889,0.444,0.444,0.222,0,0,0,0.111,0.889,0.667,0.111,0.333,0.222,1
0.644150888,0,0,0,0,0.644150888,0,0,0,0.644150888,0,0,0,0.644150888,0.644150888,0,0.644150888,0,0.644150888,1.288301775,6.63E-05,0,0,0,0,6.63E-05,0,0,0,6.63E-05,0,0,0,6.63E-05,6.63E-05,0,6.63E-05,0,6.63E-05,0.000132687,0.151873452,0.114196293,0.089779367,0.401330848,0.284480299,0.31412251,0.817713433,0,0,0,0,0.817713433,0,0,0,0.817713433,0,0,0,0.817713433,0.817713433,0,0.817713433,0,0.817713433,1.635426865,0.065893727,0.054064011,0.062328829,0,0.111,0.889,0.222,0.667,0.556,0.111,0.222,0.111,0,0.889,0.778,0.111,0.111,0,1
0.463924382,0.463924382,0.463924382,0.463924382,0,0,0,0,0,0.927848764,0.927848764,0,0.927848764,0,0,0,0.463924382,0,0.463924382,0.463924382,2.90E-05,2.90E-05,2.90E-05,2.90E-05,0,0,0,0,0,5.81E-05,5.81E-05,0,5.81E-05,0,0,0,2.90E-05,0,2.90E-05,2.90E-05,0.193660223,0.191282007,0.151133388,0.322372165,0.357203828,0.320394974,0.761487864,0.761487864,0.761487864,0.761487864,0,0,0,0,0,1.522975729,1.522975729,0,1.522975729,0,0,0,0.761487864,0,0.761487864,0.761487864,0.067990506,0.093300551,0.077221078,0.077,0.077,0.846,0.154,0.615,0.462,0,0.077,0.077,0.077,0.846,0.692,0.154,0.077,0.154,1
0.273464857,0.546929714,0.273464857,0,0,0.273464857,0,0.820394572,0.273464857,0,0.820394572,0.820394572,0.273464857,0,0,0.820394572,0.273464857,0.546929714,0,0.546929714,1.50E-05,3.00E-05,1.50E-05,0,0,1.50E-05,0,4.50E-05,1.50E-05,0,4.50E-05,4.50E-05,1.50E-05,0,0,4.50E-05,1.50E-05,3.00E-05,0,3.00E-05,0.214647051,0.229718246,0.282169845,0.307281045,0.337703768,0.355000202,0.734904772,1.469809544,0.734904772,0,0,0.734904772,0,2.204714317,0.734904772,0,2.204714317,2.204714317,0.734904772,0,0,2.204714317,0.734904772,1.469809544,0,1.469809544,0.082561645,0.076026636,0.106506947,0.25,0.042,0.708,0.167,0.5,0.375,0,0.083,0.042,0.25,0.708,0.417,0.292,0.167,0.042,1
0.405576877,0.405576877,0,0,0.811153753,0.811153753,0,0.811153753,0.405576877,0,1.622307507,0,0,0,0,0.405576877,0,0,0.405576877,0.811153753,1.54E-05,1.54E-05,0,0,3.08E-05,3.08E-05,0,3.08E-05,1.54E-05,0,6.16E-05,0,0,0,0,1.54E-05,0,0,1.54E-05,3.08E-05,0.159841376,0.239995412,0.194586336,0.308092683,0.343041513,0.348850396,0.80299441,0.80299441,0,0,1.60598882,1.60598882,0,1.60598882,0.80299441,0,3.21197764,0,0,0,0,0.80299441,0,0,0.80299441,1.60598882,0.048945245,0.082769668,0.065290677,0.118,0.118,0.765,0.235,0.529,0.529,0,0.059,0.118,0.118,0.765,0.529,0.118,0.059,0.118,1
0,0,0,0,0,0,0.746786726,0,0,0,0.746786726,0,0.746786726,0,0.746786726,0,0.746786726,1.493573452,0,0,0,0,0,0,0,0,7.51E-05,0,0,0,7.51E-05,0,7.51E-05,0,7.51E-05,0,7.51E-05,0.000150235,0,0,0.08541657,0.102792952,0.065003752,0.340056338,0.378433803,0.281434742,0,0,0,0,0,0,0.817317211,0,0,0,0.817317211,0,0.817317211,0,0.817317211,0,0.817317211,1.634634423,0,0,0.040833902,0.071643098,0.070205788,0,0,1,0.286,0.714,0.286,0.143,0.286,0,0,1,0.857,0.143,0.143,0.143,1
0.382479428,0.382479428,0.764958856,0,0.382479428,0.382479428,0.382479428,0.382479428,0.382479428,0,0.382479428,0.382479428,0.764958856,0,0.764958856,0.382479428,0.382479428,0.382479428,0,0.764958856,1.75E-05,1.75E-05,3.51E-05,0,1.75E-05,1.75E-05,1.75E-05,1.75E-05,1.75E-05,0,1.75E-05,1.75E-05,3.51E-05,0,3.51E-05,1.75E-05,1.75E-05,1.75E-05,0,3.51E-05,0.195263665,0.207904037,0.214352869,0.350349339,0.314846982,0.334786133,0.810168794,0.810168794,1.620337588,0,0.810168794,0.810168794,0.810168794,0.810168794,0.810168794,0,0.810168794,0.810168794,1.620337588,0,1.620337588,0.810168794,0.810168794,0.810168794,0,1.620337588,0.070099171,0.057948321,0.061783714,0.15,0.05,0.8,0.2,0.5,0.35,0.1,0.05,0.05,0.15,0.8,0.55,0.35,0.1,0.15,1
0.401983903,1.205951709,0.401983903,0.401983903,0.401983903,0.401983903,0,0,0,0.401983903,0,0,0,0,0.401983903,0,0.401983903,0,0.401983903,0.401983903,2.69E-05,8.07E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,0,0,0,2.69E-05,0,0,0,0,2.69E-05,0,2.69E-05,0,2.69E-05,2.69E-05,0.196272098,0.24398413,0.157759869,0.39999516,0.355466103,0.244511848,0.721408226,2.164224679,0.721408226,0.721408226,0.721408226,0.721408226,0,0,0,0.721408226,0,0,0,0,0.721408226,0,0.721408226,0,0.721408226,0.721408226,0.107063086,0.105476623,0.066052065,0.231,0.154,0.615,0.231,0.308,0.308,0.077,0.077,0.154,0.231,0.615,0.462,0.385,0.077,0.077,1
0.840886385,0,0,0,0,0,0,0,0,1.68177277,1.68177277,0,0,1.68177277,0,0.840886385,0,0,0,0.840886385,6.58E-05,0,0,0,0,0,0,0,0,0.000131524,0.000131524,0,0,0.000131524,0,6.58E-05,0,0,0,6.58E-05,0.064156856,0.044619366,0.050337393,0.370635855,0.306234916,0.323063467,0.902377692,0,0,0,0,0,0,0,0,1.804755384,1.804755384,0,0,1.804755384,0,0.902377692,0,0,0,0.902377692,0.035444988,0.024355195,0.037822126,0,0,1,0.111,0.889,0.667,0,0.222,0,0,1,0.889,0,0.111,0,1
0.358674538,0,0,0.358674538,0,0.358674538,0,0.358674538,0,1.793372692,1.793372692,0.358674538,0.358674538,1.076023615,0.358674538,1.076023615,0.717349077,0,0,0.717349077,1.43E-05,0,0,1.43E-05,0,1.43E-05,0,1.43E-05,0,7.15E-05,7.15E-05,1.43E-05,1.43E-05,4.29E-05,1.43E-05,4.29E-05,2.86E-05,0,0,2.86E-05,0.189190166,0.22970615,0.222429146,0.332557372,0.325096424,0.342331914,0.839058585,0,0,0.839058585,0,0.839058585,0,0.839058585,0,4.195292927,4.195292927,0.839058585,0.839058585,2.517175756,0.839058585,2.517175756,1.678117171,0,0,1.678117171,0.049937618,0.058166614,0.052837183,0.037,0.074,0.889,0.185,0.704,0.556,0.037,0.111,0.074,0.037,0.889,0.741,0.074,0.185,0.037,1
2.268613863,0,0.378102311,0,0.756204621,0.756204621,1.134306932,0.378102311,0,0,0.756204621,0.378102311,0,0,0.378102311,0,0.756204621,0.378102311,0.378102311,0,7.78E-05,0,1.30E-05,0,2.59E-05,2.59E-05,3.89E-05,1.30E-05,0,0,2.59E-05,1.30E-05,0,0,1.30E-05,0,2.59E-05,1.30E-05,1.30E-05,0,0.212647424,0.227467409,0.181782857,0.39468108,0.299872655,0.305433297,4.840703954,0,0.806783992,0,1.613567985,1.613567985,2.420351977,0.806783992,0,0,1.613567985,0.806783992,0,0,0.806783992,0,1.613567985,0.806783992,0.806783992,0,0.06618006,0.066725318,0.060310629,0.043,0.087,0.87,0.348,0.478,0.435,0.043,0.087,0.087,0.043,0.87,0.609,0.13,0.087,0.087,1
0.555140403,0,0,0,0,0.555140403,0.555140403,0,0,0,1.665421209,0,0,0,1.665421209,1.110280806,0,0,1.110280806,0,2.98E-05,0,0,0,0,2.98E-05,2.98E-05,0,0,0,8.95E-05,0,0,0,8.95E-05,5.96E-05,0,0,5.96E-05,0,0.157631618,0.136102662,0.151125317,0.394774902,0.273877791,0.331317487,0.820390718,0,0,0,0,0.820390718,0.820390718,0,0,0,2.461172154,0,0,0,2.461172154,1.640781436,0,0,1.640781436,0,0.054512454,0.051874224,0.073222603,0,0.077,0.923,0.385,0.538,0.538,0.231,0.154,0.077,0,0.923,0.538,0.231,0.154,0,1
0,0,0.515242974,1.030485948,0.515242974,0,0.515242974,0,0.515242974,0,0,0.515242974,0,0,0.515242974,0.515242974,0,0.515242974,0,0,0,0,3.77E-05,7.53E-05,3.77E-05,0,3.77E-05,0,3.77E-05,0,0,3.77E-05,0,0,3.77E-05,3.77E-05,0,3.77E-05,0,0,0.147123715,0.15284013,0.184793181,0.471516485,0.249105536,0.279340318,0,0,0.824144082,1.648288165,0.824144082,0,0.824144082,0,0.824144082,0,0,0.824144082,0,0,0.824144082,0.824144082,0,0.824144082,0,0,0.04238888,0.060873286,0.072593752,0.2,0.2,0.6,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.6,0.3,0.4,0.1,0.1,1
0.365717375,0.365717375,0.365717375,0.731434751,0,0.548576063,0.548576063,0.365717375,0.182858688,0.731434751,0.731434751,0.182858688,0.182858688,0.548576063,0.365717375,0.365717375,0.182858688,0,0.182858688,0.548576063,1.67E-05,1.67E-05,1.67E-05,3.35E-05,0,2.51E-05,2.51E-05,1.67E-05,8.37E-06,3.35E-05,3.35E-05,8.37E-06,8.37E-06,2.51E-05,1.67E-05,1.67E-05,8.37E-06,0,8.37E-06,2.51E-05,0.280707688,0.268615481,0.267818144,0.357557395,0.343229473,0.299204758,1.521878803,1.521878803,1.521878803,3.043757605,0,2.282818204,2.282818204,1.521878803,0.760939401,3.043757605,3.043757605,0.760939401,0.760939401,2.282818204,1.521878803,1.521878803,0.760939401,0,0.760939401,2.282818204,0.076398154,0.089147896,0.073514548,0.098,0.171,0.732,0.171,0.512,0.415,0.049,0.098,0.171,0.098,0.732,0.488,0.195,0.073,0.024,1
1.127726533,0,0,0.563863266,0,0,0,0,0,1.127726533,0,0.563863266,0,0.563863266,0.563863266,0,0,0,0,0.563863266,9.76E-05,0,0,4.88E-05,0,0,0,0,0,9.76E-05,0,4.88E-05,0,4.88E-05,4.88E-05,0,0,0,0,4.88E-05,0.188016034,0.087990863,0.160129837,0.396645563,0.269038333,0.334267291,1.510731678,0,0,0.755365839,0,0,0,0,0,1.510731678,0,0.755365839,0,0.755365839,0.755365839,0,0,0,0,0.755365839,0.095020727,0.056327889,0.093285545,0.111,0.111,0.778,0,0.778,0.667,0.111,0.111,0.111,0.111,0.778,0.778,0.222,0,0,1
0,0,0,0,0,0.694462385,0,0,0,0,0,0,0,0.694462385,1.388924769,0,0,0,0.694462385,0.694462385,0,0,0,0,0,9.41E-05,0,0,0,0,0,0,0,9.41E-05,0.000188143,0,0,0,9.41E-05,9.41E-05,0.121317717,0.118872029,0.065347869,0.49867359,0.337698256,0.163534082,0,0,0,0,0,0.788863966,0,0,0,0,0,0,0,0.788863966,1.577727932,0,0,0,0.788863966,0.788863966,0.073739586,0.079805888,0.05759056,0,0.167,0.833,0.167,0.667,0.5,0.333,0.333,0.167,0,0.833,0.667,0.333,0,0,1
0.874227205,0,0,0,0,0,0,0,0,0.874227205,2.622681615,0,0,0.874227205,0,0.874227205,0,0,0,1.74845441,7.48E-05,0,0,0,0,0,0,0,0,7.48E-05,0.000224354,0,0,7.48E-05,0,7.48E-05,0,0,0,0.00014957,0.053034906,0.016048276,0.056689613,0.389531623,0.214744572,0.39564902,0.927126576,0,0,0,0,0,0,0,0,0.927126576,2.781379729,0,0,0.927126576,0,0.927126576,0,0,0,1.854253153,0.024113067,0.013628583,0.035131773,0,0,1,0.111,0.889,0.778,0,0.111,0,0,1,0.889,0,0.111,0,1
0,0,0,0,0,0,0.848728058,0,0,0.848728058,0.848728058,0,0,0,2.546184174,0,1.697456116,0,0,0.848728058,0,0,0,0,0,0,9.39E-05,0,0,9.39E-05,9.39E-05,0,0,0,0.00028183,0,0.000187887,0,0,9.39E-05,0.061244302,0.049606118,0.040421522,0.344669178,0.407517356,0.247719522,0,0,0,0,0,0,0.921284408,0,0,0.921284408,0.921284408,0,0,0,2.763853223,0,1.842568816,0,0,0.921284408,0.022662606,0.030571881,0.025481105,0,0,1,0.333,0.667,0.667,0.333,0,0,0,1,0.889,0.333,0.222,0,1
0,0,0,0,0,0,0,0,0,0.760961112,1.521922224,0,0,1.521922224,0,0.760961112,0,1.521922224,0,0.760961112,0,0,0,0,0,0,0,0,0,5.42E-05,0.000108371,0,0,0.000108371,0,5.42E-05,0,0.000108371,0,5.42E-05,0.070991736,0.086268335,0.081778817,0.318370974,0.359481339,0.322093502,0,0,0,0,0,0,0,0,0,0.796802308,1.593604616,0,0,1.593604616,0,0.796802308,0,1.593604616,0,0.796802308,0.063479982,0.077992013,0.061725696,0,0,1,0.111,0.889,0.444,0,0.444,0,0,1,0.889,0,0.111,0,1
0.610438598,0,0,0.610438598,0,0,0,0.610438598,0.610438598,0,0.610438598,0,1.220877195,0.610438598,0,0,0,0,0,0,4.98E-05,0,0,4.98E-05,0,0,0,4.98E-05,4.98E-05,0,4.98E-05,0,9.95E-05,4.98E-05,0,0,0,0,0,0,0.184224509,0.113330123,0.09200677,0.496701394,0.336771247,0.166477606,0.803502363,0,0,0.803502363,0,0,0,0.803502363,0.803502363,0,0.803502363,0,1.607004725,0.803502363,0,0,0,0,0,0,0.074111416,0.075696793,0.046689429,0.125,0.125,0.75,0,0.75,0.375,0,0.125,0.125,0.125,0.75,0.625,0.125,0,0.25,1
0,0,0,0.552684208,0,0,0,0,0,1.105368415,1.658052623,0.552684208,0,0.552684208,0,0.552684208,0,0,0,0,0,0,0,3.75E-05,0,0,0,0,0,7.51E-05,0.000112605,3.75E-05,0,3.75E-05,0,3.75E-05,0,0,0,0,0.124806706,0.181764958,0.140744128,0.364907777,0.285671389,0.3493833,0,0,0,0.763355507,0,0,0,0,0,1.526711014,2.290066521,0.763355507,0,0.763355507,0,0.763355507,0,0,0,0,0.066139321,0.093379713,0.077125459,0.111,0.111,0.778,0.111,0.667,0.556,0,0.111,0.111,0.111,0.778,0.667,0.111,0.111,0,1
0.29261226,0.29261226,0,0.29261226,0.877836781,0,0,1.170449041,0.29261226,0.29261226,0.585224521,0.585224521,0,0,0,0,0.585224521,0.29261226,0,0.29261226,1.06E-05,1.06E-05,0,1.06E-05,3.18E-05,0,0,4.24E-05,1.06E-05,1.06E-05,2.12E-05,2.12E-05,0,0,0,0,2.12E-05,1.06E-05,0,1.06E-05,0.226649703,0.245147567,0.23559047,0.336433549,0.332963839,0.330592004,0.732296702,0.732296702,0,0.732296702,2.196890106,0,0,2.929186807,0.732296702,0.732296702,1.464593404,1.464593404,0,0,0,0,1.464593404,0.732296702,0,0.732296702,0.077710693,0.092081982,0.097910623,0.2,0.05,0.75,0.25,0.5,0.45,0,0.05,0.05,0.2,0.75,0.55,0.2,0.1,0.15,1
0.845142438,0,0,0.422571219,0,0,0.845142438,0.422571219,0.422571219,0.845142438,0.422571219,0,0.422571219,0.422571219,0.422571219,0.422571219,0.845142438,0.422571219,0,0.422571219,4.44E-05,0,0,2.22E-05,0,0,4.44E-05,2.22E-05,2.22E-05,4.44E-05,2.22E-05,0,2.22E-05,2.22E-05,2.22E-05,2.22E-05,4.44E-05,2.22E-05,0,2.22E-05,0.205758082,0.203522638,0.168148061,0.349220387,0.391659686,0.259097707,1.626582254,0,0,0.813291127,0,0,1.626582254,0.813291127,0.813291127,1.626582254,0.813291127,0,0.813291127,0.813291127,0.813291127,0.813291127,1.626582254,0.813291127,0,0.813291127,0.056533403,0.072307918,0.057867552,0.056,0.056,0.889,0.278,0.611,0.444,0.056,0.111,0.056,0.056,0.889,0.667,0.111,0.167,0.056,1
1.310115467,0.655057734,0,0,0,0,0,0.655057734,0,0,2.620230934,0,0,0,0,0.655057734,0.655057734,0,0,1.965173201,9.45E-05,4.73E-05,0,0,0,0,0,4.73E-05,0,0,0.000189001,0,0,0,0,4.73E-05,4.73E-05,0,0,0.000141751,0.125644855,0.128809767,0.090487645,0.39908051,0.367937856,0.232934384,1.732429802,0.866214901,0,0,0,0,0,0.866214901,0,0,3.464859604,0,0,0,0,0.866214901,0.866214901,0,0,2.598644703,0.036627623,0.052129656,0.04502782,0.077,0,0.923,0.154,0.769,0.769,0,0,0,0.077,0.923,0.769,0.077,0.154,0,1
1.620160762,0.540053587,0.540053587,0.540053587,0,0,0.540053587,0,0,0,1.620160762,0,0,0,0.540053587,0,0.540053587,0,0,0,0.000106592,3.55E-05,3.55E-05,3.55E-05,0,0,3.55E-05,0,0,0,0.000106592,0,0,0,3.55E-05,0,3.55E-05,0,0,0,0.147732793,0.174882097,0.137331523,0.392907393,0.346365936,0.26069114,2.405707109,0.80190237,0.80190237,0.80190237,0,0,0.80190237,0,0,0,2.405707109,0,0,0,0.80190237,0,0.80190237,0,0,0,0.06538102,0.08517746,0.047539149,0.083,0.083,0.833,0.167,0.583,0.583,0.083,0,0.083,0.083,0.833,0.667,0.25,0.083,0,1
